prime,target,relation,target_type,correct_key,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,instr_text.started,instr_key.started,trial.stopped,instr_key.keys,instr_key.rt,instr_key.duration,fixation.started,fixation1.started,fixation1.stopped,fixation.stopped,prime.started,prime_text.started,prime.stopped,gap.started,gap1.started,gap1.stopped,gap.stopped,target_response.started,target_text.started,key_resp.started,target_text.stopped,target_response.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,response,correct,prime_text.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
bird,cup,unrelated,word,m,54,54,0,m,1,0.7761923750003916,None,0,54,54,35,62.93112883299909,,,,,,,,,,,,,62.92088191700168,62.93112883299909,63.06857645799755,63.068626916996436,63.07838058299967,63.12882833299955,63.11253595799644,63.11721458299871,63.12882833299955,63.12882833299955,,63.91361650000181,m,1,0.7761923750003916,None,m,True,63.07838058299967,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
road,candley,unrelated,nonword,z,55,55,0,z,1,0.6572948329994688,None,0,55,55,94,63.92413283299538,,,,,,,,,,,,,63.91400591699494,63.92413283299538,64.06235220799863,64.06239995799842,64.06846316700103,64.112714416995,64.10196379199624,64.1056017919982,64.112714416995,64.112714416995,,64.78043975000037,z,1,0.6572948329994688,None,z,True,64.06846316700103,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
music,platek,unrelated,nonword,z,56,56,0,z,1,0.7420558340018033,None,0,56,56,87,64.79068225000083,,,,,,,,,,,,,64.78082983299828,64.79068225000083,64.92890616699879,64.92896570800076,64.93518462499924,64.97789916699548,64.9677444580011,64.97080054199614,64.97789916699548,64.97789916699548,,65.73083445800148,z,1,0.7420558340018033,None,z,True,64.93518462499924,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
bird,wing,related,word,m,57,57,0,m,1,0.6667089160036994,None,0,57,57,10,65.741287249999,,,,,,,,,,,,,65.7312305000014,65.741287249999,65.87867116699636,65.87873304200184,65.8848050000015,65.93121245799557,65.92177016699861,65.92455208300089,65.93121245799557,65.93121245799557,,66.60396599999513,m,1,0.6667089160036994,None,m,True,65.8848050000015,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
shoe,keyboardm,unrelated,nonword,z,58,58,0,z,1,1.1343995420029387,None,0,58,58,96,66.61464899999555,,,,,,,,,,,,,66.60436245799792,66.61464899999555,66.75556283300102,66.75561866699718,66.76239854199957,66.8065819580006,66.79581504200178,66.79999674999999,66.8065819580006,66.8065819580006,,67.9471798750019,z,1,1.1343995420029387,None,z,True,,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
salt,camera,unrelated,word,m,59,59,0,m,1,0.621482709000702,None,0,59,59,47,67.95754783300072,,,,,,,,,,,,,67.9475774579987,67.95754783300072,68.09554733299592,68.09562100000039,68.1021572919999,68.16136937499687,68.1352462079958,68.13954358299816,68.16136937499687,68.16136937499687,,68.7872035420005,m,1,0.621482709000702,None,m,True,68.1021572919999,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
shoe,keyboard,unrelated,word,m,60,60,0,z,0,0.5226640839973697,None,0,60,60,46,68.79758449999645,,,,,,,,,,,,,68.78758254199784,68.79758449999645,68.9369352499998,68.93701004199829,68.94411658299941,68.99022970799706,68.97919608299708,68.98369341700163,68.99022970799706,68.99022970799706,,69.52032133299508,z,0,0.5226640839973697,None,z,False,68.94411658299941,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
cup,brick,unrelated,word,m,61,61,0,m,1,0.7088921670001582,None,0,61,61,40,69.53103441699932,,,,,,,,,,,,,69.5207744579966,69.53103441699932,69.66921412499505,69.66927758300153,69.6781824169957,69.72299912499875,69.71248470799765,69.7162559999997,69.72299912499875,69.72299912499875,,70.43705766699713,m,1,0.7088921670001582,None,m,True,69.6781824169957,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
salt,peppero,related,nonword,z,62,62,0,z,1,0.764348249998875,None,0,62,62,72,70.44784466699639,,,,,,,,,,,,,70.43756233299791,70.44784466699639,70.58849916699546,70.58855437499733,70.59523679199629,70.63955279199581,70.62885920800181,70.63281529199594,70.63955279199581,70.63955279199581,,71.4132081669959,z,1,0.764348249998875,None,z,True,,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
book,page,related,word,m,63,63,0,m,1,0.5158530410044477,None,0,63,63,8,71.42212620799546,,,,,,,,,,,,,71.41344074999506,71.42212620799546,71.56198258299992,71.56204845799948,71.56839012500132,71.62796033299674,71.60245483299514,71.60564537499886,71.62796033299674,71.62796033299674,,72.14734512499854,m,1,0.5158530410044477,None,m,True,71.56839012500132,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
sun,light,related,word,m,64,64,0,m,1,0.5168422919959994,None,0,64,64,2,72.15808116699918,,,,,,,,,,,,,72.14786654199997,72.15808116699918,72.29552637499728,72.29559291699843,72.30232550000073,72.35691120800038,72.34580424999876,72.35008458299853,72.35691120800038,72.35691120800038,,72.87992483299604,m,1,0.5168422919959994,None,m,True,72.30232550000073,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
music,songy,related,nonword,z,65,65,0,z,1,0.6875280419990304,None,0,65,65,62,72.89006191700173,,,,,,,,,,,,,72.88031454199518,72.89006191700173,73.02848462499969,73.028546542002,73.03505199999927,73.09468758299772,73.06856662499922,73.07260954199592,73.09468758299772,73.09468758299772,,73.7870611249964,z,1,0.6875280419990304,None,z,True,73.03505199999927,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
ball,mirrord,unrelated,nonword,z,66,66,0,z,1,0.7734412920035538,None,0,66,66,98,73.79760929199983,,,,,,,,,,,,,73.78744787500182,73.79760929199983,73.93506279199937,73.93510362500092,73.94505745799688,73.99036237499968,73.97902670799522,73.98348674999579,73.99036237499968,73.99036237499968,,74.77104841700202,z,1,0.7734412920035538,None,z,True,73.94505745799688,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
mother,child,related,word,m,67,67,0,m,1,0.5391016670037061,None,0,67,67,5,74.78109704199596,,,,,,,,,,,,,74.77150020800036,74.78109704199596,74.91854449999664,74.9185989999969,74.92833920799603,74.97567116699793,74.96451533299842,74.96784320799634,74.97567116699793,74.97567116699793,,75.5210913330011,m,1,0.5391016670037061,None,m,True,74.92833920799603,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
road,candle,unrelated,word,m,68,68,0,m,1,0.6418779999949038,None,0,68,68,44,75.53112449999753,,,,,,,,,,,,,75.52149474999896,75.53112449999753,75.67029795800045,75.67037049999635,75.67827945799945,75.7229039169979,75.71225312499882,75.71622720799496,75.7229039169979,75.7229039169979,,76.37092820800171,m,1,0.6418779999949038,None,m,True,75.67827945799945,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
bread,buttera,related,nonword,z,69,69,0,z,1,0.5985385000021779,None,0,69,69,53,76.38126358299633,,,,,,,,,,,,,76.37133199999516,76.38126358299633,76.52078291699581,76.52084670800105,76.52891162499873,76.57311587499862,76.56249183299951,76.56648999999743,76.57311587499862,76.57311587499862,,77.18104316700192,z,1,0.5985385000021779,None,z,True,76.52891162499873,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
shoe,sock,related,word,m,70,70,0,m,1,0.5441252499949769,None,0,70,70,21,77.19130391699582,,,,,,,,,,,,,77.18144137499621,77.19130391699582,77.32913425000152,77.3292031250021,77.33566258299834,77.39458895799908,77.36866420799925,77.3725801249966,77.39458895799908,77.39458895799908,,77.94710654200026,m,1,0.5441252499949769,None,m,True,77.33566258299834,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
bird,cupq,unrelated,nonword,z,71,71,0,z,1,0.6184354580036597,None,0,71,71,85,77.95479304200126,,,,,,,,,,,,,77.94734058299946,77.95479304200126,78.09573191699747,78.09581691699714,78.10244887499721,78.16124608300015,78.13529291699524,78.1389796250005,78.16124608300015,78.16124608300015,,78.7877321670021,z,1,0.6184354580036597,None,z,True,78.10244887499721,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
cat,pencilu,unrelated,nonword,z,72,72,0,z,1,0.522754999998142,None,0,72,72,76,78.79831612500129,,,,,,,,,,,,,78.78818016700097,78.79831612500129,78.93513662499754,78.93517808299657,78.94502066700079,78.98992200000066,78.97872816699964,78.98341837499902,78.98992200000066,78.98992200000066,,79.52031754199561,z,1,0.522754999998142,None,z,True,78.94502066700079,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
heart,mountain,unrelated,word,m,73,73,0,m,1,0.577974957996048,None,0,73,73,36,79.53077783299523,,,,,,,,,,,,,79.52054854200105,79.53077783299523,79.66902466699685,79.66909224999836,79.67810008300148,79.7226692080003,79.71198354200169,79.71605375000217,79.7226692080003,79.7226692080003,,80.30426712500048,m,1,0.577974957996048,None,m,True,79.67810008300148,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
teacher,student,related,word,m,74,74,0,m,1,0.8007277080032509,None,0,74,74,4,80.31456500000058,,,,,,,,,,,,,80.30462370799796,80.31456500000058,80.45265125000151,80.45271279200097,80.46120150000206,80.50592295800016,80.49539195800025,80.49929279199569,80.50592295800016,80.50592295800016,,81.31378654199943,m,1,0.8007277080032509,None,m,True,80.46120150000206,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
rain,cloud,related,word,m,75,75,0,m,1,0.9593022920016665,None,0,75,75,17,81.32450412499747,,,,,,,,,,,,,81.31430541699956,81.32450412499747,81.46241929200187,81.46249062499555,81.46897483299836,81.51327354199748,81.50208287499845,81.50625587499962,81.51327354199748,81.51327354199748,,82.48048166700028,m,1,0.9593022920016665,None,m,True,81.46897483299836,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
pen,paperz,related,nonword,z,76,76,0,z,1,0.8293750409939094,None,0,76,76,68,82.4911534999992,,,,,,,,,,,,,82.48091412500071,82.4911534999992,82.62877529199613,82.62883916699502,82.63540041699889,82.67923645799601,82.66838445799658,82.67217312499997,82.67923645799601,82.67923645799601,,83.51342454199767,z,1,0.8293750409939094,None,z,True,82.63540041699889,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
doctor,nursep,related,nonword,z,77,77,0,z,1,0.5869935000009718,None,0,77,77,50,83.52402145799715,,,,,,,,,,,,,83.51391520800098,83.52402145799715,83.6620661670022,83.66210487500211,83.66828924999572,83.71258595799736,83.70194383299531,83.70553966699663,83.71258595799736,83.71258595799736,,84.3046245000005,z,1,0.5869935000009718,None,z,True,83.66828924999572,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
flower,bottlev,unrelated,nonword,z,78,78,0,z,1,0.42774662500596605,None,0,78,78,99,84.31539654199878,,,,,,,,,,,,,84.30507341699558,84.31539654199878,84.4520036670001,84.4520443750007,84.46158224999817,84.5068103329977,84.49558633299603,84.50021662499785,84.5068103329977,84.5068103329977,,84.93707562499912,z,1,0.42774662500596605,None,z,True,84.46158224999817,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
river,waterr,related,nonword,z,79,79,0,z,1,0.601730583999597,None,0,79,79,59,84.94761462500173,,,,,,,,,,,,,84.93743449999602,84.94761462500173,85.08590654200088,85.08597387500049,85.09485100000165,85.13784945799853,85.12778933299705,85.13128224999673,85.13784945799853,85.13784945799853,,85.74706004199834,z,1,0.601730583999597,None,z,True,85.09485100000165,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
music,song,related,word,m,80,80,0,m,1,0.6095942079991801,None,0,80,80,12,85.7577640419986,,,,,,,,,,,,,85.74757658299495,85.7577640419986,85.8975965829959,85.89765304199682,85.90497916699678,85.95497404199705,85.94506325000111,85.94825587499508,85.95497404199705,85.95497404199705,,86.57058970799699,m,1,0.6095942079991801,None,m,True,85.90497916699678,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
heart,beatu,related,nonword,z,81,81,0,z,1,0.5648015000042506,None,0,81,81,61,86.5807947919966,,,,,,,,,,,,,86.57106270799704,86.5807947919966,86.71821474999888,86.71825458300009,86.72823466699629,86.77297933299997,86.76216912499513,86.76638870799798,86.77297933299997,86.77297933299997,,87.34723354200105,z,1,0.5648015000042506,None,z,True,86.72823466699629,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
car,enginek,related,nonword,z,82,82,0,z,1,0.6113013750000391,None,0,82,82,56,87.35741112499818,,,,,,,,,,,,,87.34763254199788,87.35741112499818,87.49459245799517,87.4946314580011,87.50079425000149,87.56113741699664,87.5354837499981,87.53922254200006,87.56113741699664,87.56113741699664,,88.18048891700164,z,1,0.6113013750000391,None,z,True,87.50079425000149,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
cat,pencil,unrelated,word,m,83,83,0,m,1,0.6998679579992313,None,0,83,83,26,88.19102612500137,,,,,,,,,,,,,88.18088020799769,88.19102612500137,88.32869829199626,88.3287436669998,88.33503808300156,88.39461095799925,88.36888387499494,88.37246187499841,88.39461095799925,88.39461095799925,,89.09691929200199,m,1,0.6998679579992313,None,m,True,88.33503808300156,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
cup,bricku,unrelated,nonword,z,84,84,0,z,1,0.5917929170027492,None,0,84,84,90,89.10586974999751,,,,,,,,,,,,,89.09742374999769,89.10586974999751,89.24501837499702,89.24509266699897,89.25317316699511,89.30663212500076,89.2955202919984,89.30002774999593,89.30663212500076,89.30663212500076,,89.9036999999953,z,1,0.5917929170027492,None,z,True,89.25317316699511,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
bread,music,unrelated,word,m,85,85,0,m,1,1.3463581670002895,None,0,85,85,28,89.91418583299674,,,,,,,,,,,,,89.90414962499926,89.91418583299674,90.05199679199723,90.0520581669989,90.0617091249951,90.10624387500138,90.09540895799728,90.09961074999592,90.10624387500138,90.10624387500138,,91.46209762500075,m,1,1.3463581670002895,None,m,True,90.0617091249951,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
shirt,river,unrelated,word,m,86,86,0,m,1,0.8116006249983911,None,0,86,86,41,91.47161320799933,,,,,,,,,,,,,91.46239583299757,91.47161320799933,91.61227058299846,91.61234987500211,91.61902183300117,91.66385783300211,91.65242937499715,91.65668079199531,91.66385783300211,91.66385783300211,,92.4801145829988,m,1,0.8116006249983911,None,m,True,91.61902183300117,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
book,hammer,unrelated,word,m,87,87,0,z,0,0.47282766699936474,None,0,87,87,33,92.49056883299636,,,,,,,,,,,,,92.48052454199933,92.49056883299636,92.62851654199767,92.62859070800187,92.63513904199499,92.69450120799593,92.66880374999892,92.67246824999893,92.69450120799593,92.69450120799593,,93.17113612499816,z,0,0.47282766699936474,None,z,False,92.63513904199499,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
sun,lighta,related,nonword,z,88,88,0,z,1,0.6567408750051982,None,0,88,88,52,93.181913583001,,,,,,,,,,,,,93.17162449999887,93.181913583001,93.31900154199684,93.3190637919979,93.32787037499656,93.37260470799811,93.36210795799707,93.36596916699636,93.37260470799811,93.37260470799811,,94.03685920799762,z,1,0.6567408750051982,None,z,True,93.32787037499656,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
heart,mountainp,unrelated,nonword,z,89,89,0,z,1,0.48110104099760065,None,0,89,89,86,94.04511329199886,,,,,,,,,,,,,94.03706633299589,94.04511329199886,94.1789164169968,94.17899737499829,94.18568199999572,94.23074641700077,94.2185443749986,94.22445095799776,94.2452067080012,94.2452067080012,,94.73022529199807,z,1,0.48110104099760065,None,z,True,94.18568199999572,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
pen,paper,related,word,m,90,90,0,m,1,0.6216671250003856,None,0,90,90,18,94.74047737499495,,,,,,,,,,,,,94.7305892919976,94.74047737499495,94.87943829199503,94.87947787500161,94.88566875000106,94.94457162499748,94.9188787919993,94.9225735,94.94457162499748,94.94457162499748,,95.57083195800078,m,1,0.6216671250003856,None,m,True,94.88566875000106,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
phone,call,related,word,m,91,91,0,m,1,0.7269132919973345,None,0,91,91,7,95.58107883299817,,,,,,,,,,,,,95.57138012500218,95.58107883299817,95.7213663750008,95.72142441699543,95.72795745799522,95.77239745800034,95.76227624999592,95.7657398750016,95.77239745800034,95.77239745800034,,96.50375254199753,m,1,0.7269132919973345,None,m,True,,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
salt,camerao,unrelated,nonword,z,92,92,0,m,0,0.7480332920022192,None,0,92,92,97,96.5140921669954,,,,,,,,,,,,,96.50419645800139,96.5140921669954,96.65130495799531,96.65135420799925,96.66153908299748,96.70629950000148,96.69562462499744,96.69964074999734,96.70629950000148,96.70629950000148,,97.46434962499916,m,0,0.7480332920022192,None,m,False,96.66153908299748,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
book,pageq,related,nonword,z,93,93,0,z,1,0.6770872499982943,None,0,93,93,58,97.47449512499588,,,,,,,,,,,,,97.46473679199698,97.47449512499588,97.61200149999786,97.61206112500076,97.61875587499526,97.6621887500005,97.65172387500206,97.65533508299995,97.6621887500005,97.6621887500005,,98.34750212499785,z,1,0.6770872499982943,None,z,True,97.61875587499526,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
teacher,bananaz,unrelated,nonword,z,94,94,0,z,1,0.5893218749988591,None,0,94,94,79,98.3579115829998,,,,,,,,,,,,,98.34802566700091,98.3579115829998,98.49498729199695,98.4950529580019,98.50140295799793,98.5611589580003,98.53518645800068,98.53884737499902,98.5611589580003,98.5611589580003,,99.1537559999997,z,1,0.5893218749988591,None,z,True,98.50140295799793,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
mother,bottle,unrelated,word,m,95,95,0,m,1,0.6199297080020187,None,0,95,95,30,99.16433929200139,,,,,,,,,,,,,99.15414270800102,99.16433929200139,99.30290170799708,99.30296620800073,99.31092683300085,99.35728820799704,99.34722366699862,99.35048862500116,99.35728820799704,99.35728820799704,,99.98065058299835,m,1,0.6199297080020187,None,m,True,99.31092683300085,06,001,2025-11-18_10h26.25.084,solo project,,2025.1.1,121.13350629946596,2025-11-18 10h26.35.773053 +0530,
sun,glassp,unrelated,nonword,z,96,96,0,,,,,0,96,96,77,99.99108441700082,,,,,,,,,,,,,99.98115229199902,99.99108441700082,100.12872879199858,100.12876991699886,100.1348993749998,100.19469370799925,100.16849312499835,100.17223841699888,100.19469370799925,100.19469370799925,101.68481662499835,,,,,,,,100.1348993749998,,,,,,,,,
